ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	2039.0666666666666	2039.0666666666666	
1	2043.1333333333334	2043.1333333333334	
2	2045.9666666666667	2045.9666666666667	
3	2048.0	2048.0	
4	2049.6	2049.6	
5	2050.9	2050.9	
6	2051.5333333333333	2051.5333333333333	
7	2052.2	2052.2	
8	2051.9	2051.9	
9	2052.133333333333	2052.133333333333	
10	2052.5	2052.5	
11	2052.0333333333333	2052.0333333333333	
12	2052.133333333333	2052.133333333333	
13	2051.9	2051.9	
14	2052.133333333333	2052.133333333333	
15	2051.9666666666667	2051.9666666666667	
16	2051.8333333333335	2051.8333333333335	
17	2051.866666666667	2051.866666666667	
18	2051.5	2051.5	
19	2051.233333333333	2051.233333333333	
20	2051.5333333333333	2051.5333333333333	
