Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	05:47:10	05:47:10	05:47:10			05:47:10	05:47:10	05:47:10	05:47:10	05:47:10	05:47:10	05:47:10	05:47:18	05:47:18	05:47:18	05:47:18	05:47:18	05:47:18			05:47:20	05:47:20		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
1	05:47:20	05:47:20	05:47:20	05:47:20	05:47:20	05:47:20	05:47:20	05:47:20	05:47:20	05:47:20	05:47:21	05:47:21	05:47:27	05:47:27	05:47:27	05:47:27	05:47:27	05:47:27			05:47:28	05:47:28		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
2	05:47:28	05:47:28	05:47:28	05:47:28	05:47:28	05:47:28			05:47:28	05:47:28	05:47:28	05:47:28	05:47:35	05:47:35	05:47:35	05:47:35	05:47:35	05:47:35			05:47:35	05:47:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	05:47:35	05:47:35	05:47:35	05:47:35	05:47:35	05:47:35			05:47:35	05:47:35	05:47:35	05:47:35	05:47:42	05:47:42	05:47:42	05:47:42	05:47:42	05:47:42			05:47:42	05:47:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
4	05:47:42	05:47:42	05:47:42	05:47:42	05:47:42	05:47:42			05:47:42	05:47:42	05:47:42	05:47:42	05:47:49	05:47:49	05:47:49	05:47:49	05:47:49	05:47:49			05:47:49	05:47:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	05:47:50	05:47:50	05:47:50	05:47:50	05:47:50	05:47:50			05:47:50	05:47:50	05:47:50	05:47:50	05:47:56	05:47:56	05:47:56	05:47:56	05:47:56	05:47:56			05:47:57	05:47:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	05:47:57	05:47:57	05:47:57	05:47:57	05:47:57	05:47:57			05:47:57	05:47:57	05:47:57	05:47:57	05:48:03	05:48:03	05:48:03	05:48:03	05:48:03	05:48:03			05:48:04	05:48:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
7	05:48:04	05:48:04	05:48:04	05:48:04	05:48:04	05:48:04			05:48:04	05:48:04	05:48:04	05:48:04	05:48:10	05:48:10	05:48:10	05:48:10	05:48:10	05:48:10			05:48:11	05:48:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
8	05:48:11	05:48:11	05:48:11	05:48:11	05:48:11	05:48:11			05:48:11	05:48:11	05:48:11	05:48:11	05:48:17	05:48:17	05:48:17	05:48:17	05:48:17	05:48:17			05:48:18	05:48:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	05:48:18	05:48:18	05:48:18	05:48:18	05:48:18	05:48:18			05:48:18	05:48:18	05:48:18	05:48:18	05:48:24	05:48:24	05:48:24	05:48:24	05:48:24	05:48:24			05:48:25	05:48:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
10	05:48:25	05:48:25	05:48:25	05:48:25	05:48:25	05:48:25	05:48:25	05:48:25	05:48:25	05:48:25	05:48:25	05:48:25	05:48:32	05:48:32	05:48:32	05:48:32	05:48:32	05:48:32	05:48:32	05:48:32	05:48:32	05:48:32		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
11	05:48:33	05:48:33	05:48:33	05:48:33	05:48:33	05:48:33			05:48:33	05:48:33	05:48:33	05:48:33	05:48:39	05:48:39	05:48:39	05:48:39	05:48:39	05:48:39			05:48:39	05:48:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
12	05:48:39	05:48:39	05:48:39	05:48:39	05:48:39	05:48:39			05:48:39	05:48:39	05:48:39	05:48:39	05:48:46	05:48:46	05:48:46	05:48:46	05:48:46	05:48:46			05:48:47	05:48:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
13	05:48:47	05:48:47	05:48:47	05:48:47	05:48:47	05:48:47			05:48:47	05:48:47	05:48:47	05:48:47	05:48:53	05:48:53	05:48:53	05:48:53	05:48:53	05:48:53			05:48:53	05:48:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
14	05:48:54	05:48:54	05:48:54	05:48:54	05:48:54	05:48:54			05:48:54	05:48:54	05:48:54	05:48:54	05:49:00	05:49:00	05:49:00	05:49:00	05:49:00	05:49:00			05:49:00	05:49:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
15	05:49:01	05:49:01	05:49:01	05:49:01	05:49:01	05:49:01			05:49:01	05:49:01	05:49:01	05:49:01	05:49:07	05:49:07	05:49:07	05:49:07	05:49:07	05:49:07			05:49:08	05:49:08		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
16	05:49:08	05:49:08	05:49:08	05:49:08	05:49:08	05:49:08			05:49:08	05:49:08	05:49:08	05:49:08	05:49:14	05:49:14	05:49:14	05:49:14	05:49:14	05:49:14			05:49:15	05:49:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
17	05:49:15	05:49:15	05:49:15	05:49:15	05:49:15	05:49:15			05:49:15	05:49:15	05:49:15	05:49:15	05:49:21	05:49:21	05:49:21	05:49:21	05:49:21	05:49:21			05:49:21	05:49:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
18	05:49:21	05:49:21	05:49:21	05:49:21	05:49:21	05:49:21			05:49:21	05:49:21	05:49:21	05:49:21	05:49:28	05:49:28	05:49:28	05:49:28	05:49:28	05:49:28			05:49:28	05:49:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
19	05:49:29	05:49:29	05:49:29	05:49:29	05:49:29	05:49:29			05:49:29	05:49:29	05:49:29	05:49:29	05:49:35	05:49:35	05:49:35	05:49:35	05:49:35	05:49:35			05:49:35	05:49:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
20	05:49:35	05:49:35	05:49:35	05:49:35	05:49:35	05:49:35	05:49:35	05:49:35	05:49:35	05:49:35	05:49:35	05:49:35	05:49:42	05:49:42	05:49:42	05:49:42	05:49:42	05:49:42	05:49:42	05:49:42	05:49:43	05:49:43		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
