Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	923.6702777777778	0.0	0.0	0.0
1	775.9661111111111	0.0	0.0	0.0
2	682.6680555555556	0.0	0.0	0.0
3	638.1661111111111	0.0	0.0	0.0
4	603.2488888888889	0.0	0.0	0.0
5	583.1886111111111	0.0	0.0	0.0
6	575.8169444444444	0.0	0.0	0.0
7	545.5838888888889	0.0	0.0	0.0
8	531.6866666666666	0.0	0.0	0.0
9	524.8111111111111	0.0	0.0	0.0
10	520.7480555555555	0.0	0.0	0.0
11	521.0416666666666	0.0	0.0	0.0
12	524.9247222222223	0.0	0.0	0.0
13	519.3925	0.0	0.0	0.0
14	523.2072222222222	0.0	0.0	0.0
15	533.3202777777777	0.0	0.0	0.0
16	534.2008333333333	0.0	0.0	0.0
17	529.3833333333333	0.0	0.0	0.0
18	524.2866666666666	0.0	0.0	0.0
19	516.7961111111111	0.0	0.0	0.0
20	511.2088888888889	0.0	0.0	0.0
