Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	71.13166666666666	0.0	0.0	0.0
1	70.90027777777777	0.0	0.0	0.0
2	70.81333333333333	0.0	0.0	0.0
3	70.46638888888889	0.0	0.0	0.0
4	70.34305555555555	0.0	0.0	0.0
5	70.24416666666667	0.0	0.0	0.0
6	70.15694444444445	0.0	0.0	0.0
7	70.18083333333334	0.0	0.0	0.0
8	70.09722222222223	0.0	0.0	0.0
9	70.11583333333333	0.0	0.0	0.0
10	70.12416666666667	0.0	0.0	0.0
11	70.05222222222223	0.0	0.0	0.0
12	69.95416666666667	0.0	0.0	0.0
13	69.93805555555555	0.0	0.0	0.0
14	70.00583333333333	0.0	0.0	0.0
15	70.04138888888889	0.0	0.0	0.0
16	69.98138888888889	0.0	0.0	0.0
17	70.03666666666666	0.0	0.0	0.0
18	69.98555555555555	0.0	0.0	0.0
19	70.00111111111111	0.0	0.0	0.0
20	69.9475	0.0	0.0	0.0
