Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	07:33:40	07:33:40	07:33:40			07:33:40	07:33:40	07:33:40	07:33:40	07:33:40	07:33:40	07:33:40	07:33:48	07:33:48	07:33:48	07:33:48	07:33:48	07:33:48			07:33:49	07:33:49		00:00:00		00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
1	07:33:50	07:33:50	07:33:50	07:33:50	07:33:50	07:33:50	07:33:50	07:33:50	07:33:50	07:33:50	07:33:50	07:33:50	07:33:57	07:33:57	07:33:57	07:33:57	07:33:57	07:33:57			07:33:58	07:33:58		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
2	07:33:58	07:33:58	07:33:58	07:33:58	07:33:58	07:33:58			07:33:58	07:33:58	07:33:58	07:33:58	07:34:05	07:34:05	07:34:05	07:34:05	07:34:05	07:34:05			07:34:06	07:34:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	07:34:06	07:34:06	07:34:06	07:34:06	07:34:06	07:34:06			07:34:06	07:34:06	07:34:06	07:34:06	07:34:12	07:34:12	07:34:12	07:34:12	07:34:12	07:34:12			07:34:13	07:34:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
4	07:34:13	07:34:13	07:34:13	07:34:13	07:34:13	07:34:13			07:34:13	07:34:13	07:34:13	07:34:13	07:34:19	07:34:19	07:34:19	07:34:19	07:34:19	07:34:19			07:34:20	07:34:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
5	07:34:20	07:34:20	07:34:20	07:34:20	07:34:20	07:34:20			07:34:20	07:34:20	07:34:20	07:34:20	07:34:26	07:34:26	07:34:26	07:34:26	07:34:26	07:34:26			07:34:26	07:34:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
6	07:34:27	07:34:27	07:34:27	07:34:27	07:34:27	07:34:27			07:34:27	07:34:27	07:34:27	07:34:27	07:34:33	07:34:33	07:34:33	07:34:33	07:34:33	07:34:33			07:34:34	07:34:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
7	07:34:34	07:34:34	07:34:34	07:34:34	07:34:34	07:34:34			07:34:34	07:34:34	07:34:34	07:34:34	07:34:40	07:34:40	07:34:40	07:34:40	07:34:40	07:34:40			07:34:41	07:34:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	07:34:41	07:34:41	07:34:41	07:34:41	07:34:41	07:34:41			07:34:41	07:34:41	07:34:41	07:34:41	07:34:47	07:34:47	07:34:47	07:34:47	07:34:47	07:34:47			07:34:47	07:34:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	07:34:48	07:34:48	07:34:48	07:34:48	07:34:48	07:34:48			07:34:48	07:34:48	07:34:48	07:34:48	07:34:54	07:34:54	07:34:54	07:34:54	07:34:54	07:34:54			07:34:55	07:34:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
10	07:34:55	07:34:55	07:34:55	07:34:55	07:34:55	07:34:55	07:34:55	07:34:55	07:34:55	07:34:55	07:34:55	07:34:55	07:35:01	07:35:01	07:35:02	07:35:02	07:35:02	07:35:02	07:35:02	07:35:02	07:35:02	07:35:02		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
11	07:35:02	07:35:02	07:35:02	07:35:02	07:35:02	07:35:02			07:35:02	07:35:02	07:35:02	07:35:02	07:35:08	07:35:08	07:35:08	07:35:08	07:35:08	07:35:08			07:35:09	07:35:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
12	07:35:09	07:35:09	07:35:09	07:35:09	07:35:09	07:35:09			07:35:09	07:35:09	07:35:09	07:35:09	07:35:15	07:35:15	07:35:15	07:35:15	07:35:15	07:35:15			07:35:16	07:35:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
13	07:35:16	07:35:16	07:35:16	07:35:16	07:35:16	07:35:16			07:35:16	07:35:16	07:35:16	07:35:16	07:35:22	07:35:22	07:35:22	07:35:22	07:35:22	07:35:22			07:35:23	07:35:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
14	07:35:23	07:35:23	07:35:23	07:35:23	07:35:23	07:35:23			07:35:23	07:35:23	07:35:23	07:35:23	07:35:30	07:35:30	07:35:30	07:35:30	07:35:30	07:35:30			07:35:30	07:35:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
