ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	133.7501770575763	133.7501770575763	133.7501770575763	133.7501770575763
1	133.7546424818416	133.75136314987287	133.75343258707125	133.75550202426956
2	133.75676129152822	133.75121999668255	133.75416961041284	133.75714477309447
3	133.7631825317458	133.75506986507756	133.7595406292101	133.7638754378638
4	133.76509224625391	133.75547454378113	133.76108396608572	133.76641217538955
5	133.76726248284774	133.75548402586577	133.76229732005683	133.76853863202317
6	133.7684015357766	133.75528221743008	133.76297676042415	133.77007104161046
7	133.76851488739075	133.75424215722404	133.7629874440467	133.77093195131488
8	133.77018342020094	133.75361822915517	133.7631877838234	133.77172766418562
9	133.76985247302525	133.75276624975555	133.7627945158218	133.77161283698373
10	133.76938174167523	133.75170389463966	133.76255067532455	133.7723437311735
11	133.7710308559537	133.75110625574197	133.7626256179536	133.77299196184774
12	133.77287039279472	133.75128033790236	133.76355743290532	133.77463483552074
13	133.77344949984433	133.75055671246272	133.76328623583916	133.77472490954472
14	133.77162101316577	133.748689005713	133.7624477090301	133.77457126493385
15	133.7713609019079	133.74708929383385	133.7617064008301	133.77500246309364
16	133.77251965130148	133.74646698968644	133.7614967708898	133.77513877210166
17	133.77152673327234	133.74527223631105	133.76090595314278	133.7750601412152
18	133.77217873582237	133.7441322446466	133.76059574498626	133.77531333533338
19	133.7724408997837	133.74382503251667	133.76017585170558	133.77468055464885
20	133.77327806724415	133.74220315381888	133.7601578334189	133.77604996388473
