Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	04:31:23	04:31:23	04:31:24			04:31:24	04:31:24	04:31:24	04:31:24	04:31:24	04:31:24	04:31:24	04:31:35	04:31:35	04:31:35	04:31:35	04:31:35	04:31:35			04:31:38	04:31:38		00:00:00		00:00:00	00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:02	00:00:14
1	04:31:39	04:31:39	04:31:39	04:31:39	04:31:39	04:31:39	04:31:39	04:31:39	04:31:39	04:31:39	04:31:39	04:31:39	04:31:47	04:31:47	04:31:47	04:31:47	04:31:47	04:31:47			04:31:49	04:31:49		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:10
2	04:31:49	04:31:49	04:31:49	04:31:49	04:31:49	04:31:49			04:31:49	04:31:49	04:31:49	04:31:49	04:31:56	04:31:56	04:31:56	04:31:56	04:31:56	04:31:56			04:31:57	04:31:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
3	04:31:57	04:31:57	04:31:57	04:31:57	04:31:58	04:31:58			04:31:58	04:31:58	04:31:58	04:31:58	04:32:05	04:32:05	04:32:05	04:32:05	04:32:05	04:32:05			04:32:06	04:32:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
4	04:32:06	04:32:06	04:32:06	04:32:06	04:32:06	04:32:06			04:32:06	04:32:06	04:32:06	04:32:06	04:32:13	04:32:13	04:32:13	04:32:13	04:32:13	04:32:13			04:32:14	04:32:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	04:32:14	04:32:14	04:32:14	04:32:14	04:32:14	04:32:14			04:32:14	04:32:14	04:32:14	04:32:14	04:32:21	04:32:21	04:32:21	04:32:21	04:32:21	04:32:21			04:32:22	04:32:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
6	04:32:22	04:32:22	04:32:22	04:32:22	04:32:22	04:32:22			04:32:22	04:32:22	04:32:22	04:32:22	04:32:30	04:32:30	04:32:30	04:32:30	04:32:30	04:32:30			04:32:31	04:32:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
7	04:32:31	04:32:31	04:32:31	04:32:31	04:32:31	04:32:31			04:32:31	04:32:31	04:32:31	04:32:31	04:32:39	04:32:39	04:32:39	04:32:39	04:32:39	04:32:39			04:32:40	04:32:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
8	04:32:40	04:32:40	04:32:40	04:32:40	04:32:40	04:32:40			04:32:40	04:32:40	04:32:40	04:32:40	04:32:47	04:32:47	04:32:47	04:32:47	04:32:47	04:32:47			04:32:48	04:32:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
9	04:32:48	04:32:48	04:32:48	04:32:48	04:32:48	04:32:48			04:32:48	04:32:48	04:32:48	04:32:48	04:32:55	04:32:55	04:32:55	04:32:55	04:32:55	04:32:55			04:32:56	04:32:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
