Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	69.90972222222223	0.0	0.0	0.0
1	69.68527777777778	0.0	0.0	0.0
2	69.5	0.0	0.0	0.0
3	69.39694444444444	0.0	0.0	0.0
4	69.27555555555556	0.0	0.0	0.0
5	69.18722222222222	0.0	0.0	0.0
6	69.185	0.0	0.0	0.0
7	69.21527777777777	0.0	0.0	0.0
8	69.1525	0.0	0.0	0.0
9	69.08277777777778	0.0	0.0	0.0
10	69.10416666666667	0.0	0.0	0.0
11	69.05944444444444	0.0	0.0	0.0
12	69.01416666666667	0.0	0.0	0.0
13	68.97916666666667	0.0	0.0	0.0
14	69.00444444444445	0.0	0.0	0.0
15	68.9925	0.0	0.0	0.0
16	69.00833333333334	0.0	0.0	0.0
17	69.0275	0.0	0.0	0.0
18	69.01833333333333	0.0	0.0	0.0
19	69.07	0.0	0.0	0.0
20	68.985	0.0	0.0	0.0
