Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	06:59:45	06:59:45	06:59:45			06:59:45	06:59:45	06:59:45	06:59:45	06:59:45	06:59:45	06:59:45	06:59:53	06:59:53	06:59:53	06:59:53	06:59:53	06:59:53			06:59:54	06:59:54		00:00:00		00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
1	06:59:55	06:59:55	06:59:55	06:59:55	06:59:55	06:59:55	06:59:55	06:59:55	06:59:55	06:59:55	06:59:55	06:59:55	07:00:02	07:00:02	07:00:02	07:00:02	07:00:02	07:00:02			07:00:02	07:00:02		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
2	07:00:03	07:00:03	07:00:03	07:00:03	07:00:03	07:00:03			07:00:03	07:00:03	07:00:03	07:00:03	07:00:09	07:00:09	07:00:09	07:00:09	07:00:09	07:00:09			07:00:10	07:00:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	07:00:10	07:00:10	07:00:10	07:00:10	07:00:10	07:00:10			07:00:10	07:00:10	07:00:10	07:00:10	07:00:16	07:00:16	07:00:17	07:00:17	07:00:17	07:00:17			07:00:17	07:00:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
4	07:00:17	07:00:17	07:00:17	07:00:17	07:00:17	07:00:17			07:00:17	07:00:17	07:00:17	07:00:17	07:00:24	07:00:24	07:00:24	07:00:24	07:00:24	07:00:24			07:00:24	07:00:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
5	07:00:24	07:00:24	07:00:24	07:00:24	07:00:24	07:00:24			07:00:24	07:00:24	07:00:24	07:00:24	07:00:31	07:00:31	07:00:31	07:00:31	07:00:31	07:00:31			07:00:31	07:00:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
6	07:00:31	07:00:31	07:00:31	07:00:31	07:00:31	07:00:31			07:00:31	07:00:31	07:00:31	07:00:31	07:00:38	07:00:38	07:00:38	07:00:38	07:00:38	07:00:38			07:00:38	07:00:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
7	07:00:38	07:00:38	07:00:38	07:00:38	07:00:38	07:00:38			07:00:38	07:00:38	07:00:38	07:00:38	07:00:44	07:00:44	07:00:44	07:00:44	07:00:44	07:00:44			07:00:45	07:00:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
8	07:00:45	07:00:45	07:00:45	07:00:45	07:00:45	07:00:45			07:00:45	07:00:45	07:00:45	07:00:45	07:00:51	07:00:51	07:00:51	07:00:51	07:00:51	07:00:51			07:00:52	07:00:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	07:00:52	07:00:52	07:00:52	07:00:52	07:00:52	07:00:52			07:00:52	07:00:52	07:00:52	07:00:52	07:00:59	07:00:59	07:00:59	07:00:59	07:00:59	07:00:59			07:00:59	07:00:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
