ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	132.0560253426565	132.0560253426565	132.0560253426565	132.0560253426565
1	132.06116426194095	132.05849399502986	132.06005754015285	132.0616210852759
2	132.06230450171122	132.05883442019336	132.06107374377785	132.06312195265645
3	132.0633120504387	132.05826620082755	132.06143956736625	132.06427290613794
4	132.06313131114595	132.05712640400532	132.06085353319932	132.06422640488123
5	132.06424543360842	132.0566307564238	132.06105621290706	132.06514041298718
6	132.06536810278826	132.0568731455323	132.06173525515356	132.0661146134204
7	132.06554242105517	132.05661995066475	132.06191038387493	132.0665794841482
8	132.06549707869848	132.05519796577076	132.06112418123493	132.06648481670788
9	132.06537707933336	132.05456286177252	132.0612753587774	132.06738047714433
10	132.0667498676575	132.05432544626117	132.06138394215947	132.0675550953126
11	132.06695657865177	132.05371809008923	132.06124272969896	132.06790665465604
12	132.0670149852524	132.05275431115564	132.06081457926334	132.0677646253118
13	132.06705607549915	132.05221428728578	132.06097624270495	132.06872781923488
14	132.0673471265625	132.05193699123274	132.06099453477873	132.06869486881962
15	132.06813100139834	132.05146883899764	132.06110619823755	132.06950283623013
16	132.06861870479915	132.05101219042302	132.06102362942048	132.06970486969934
17	132.06857468303218	132.05089781768294	132.06099364784527	132.06961200316715
18	132.06792486620054	132.05005775495167	132.06078578775762	132.0697306099718
19	132.06774452390604	132.0495820152547	132.06045034269016	132.06955487510487
20	132.06747635706301	132.04892680322018	132.06009316208446	132.06954820526553
