Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	06:40:04	06:40:04	06:40:04			06:40:04	06:40:05	06:40:05	06:40:05	06:40:05	06:40:05	06:40:05	06:40:13	06:40:13	06:40:13	06:40:13	06:40:13	06:40:13			06:40:14	06:40:14		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
1	06:40:15	06:40:15	06:40:15	06:40:15	06:40:15	06:40:15	06:40:15	06:40:15	06:40:15	06:40:15	06:40:15	06:40:15	06:40:22	06:40:22	06:40:22	06:40:22	06:40:22	06:40:22			06:40:23	06:40:23		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
2	06:40:23	06:40:23	06:40:23	06:40:23	06:40:23	06:40:23			06:40:23	06:40:23	06:40:23	06:40:23	06:40:30	06:40:30	06:40:30	06:40:30	06:40:30	06:40:30			06:40:31	06:40:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
3	06:40:31	06:40:31	06:40:31	06:40:31	06:40:31	06:40:31			06:40:31	06:40:31	06:40:31	06:40:31	06:40:37	06:40:37	06:40:37	06:40:37	06:40:37	06:40:37			06:40:38	06:40:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	06:40:38	06:40:38	06:40:38	06:40:38	06:40:38	06:40:38			06:40:38	06:40:38	06:40:38	06:40:38	06:40:45	06:40:45	06:40:45	06:40:45	06:40:45	06:40:45			06:40:45	06:40:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
5	06:40:45	06:40:45	06:40:45	06:40:45	06:40:45	06:40:45			06:40:45	06:40:45	06:40:45	06:40:45	06:40:52	06:40:52	06:40:52	06:40:52	06:40:52	06:40:52			06:40:53	06:40:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	06:40:53	06:40:53	06:40:53	06:40:53	06:40:53	06:40:53			06:40:53	06:40:53	06:40:53	06:40:53	06:41:00	06:41:00	06:41:00	06:41:00	06:41:00	06:41:00			06:41:00	06:41:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	06:41:00	06:41:00	06:41:00	06:41:00	06:41:00	06:41:00			06:41:00	06:41:00	06:41:00	06:41:00	06:41:07	06:41:07	06:41:07	06:41:07	06:41:07	06:41:07			06:41:07	06:41:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
8	06:41:07	06:41:07	06:41:07	06:41:07	06:41:07	06:41:07			06:41:07	06:41:07	06:41:07	06:41:07	06:41:14	06:41:14	06:41:14	06:41:14	06:41:14	06:41:14			06:41:14	06:41:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	06:41:14	06:41:14	06:41:14	06:41:14	06:41:14	06:41:14			06:41:15	06:41:15	06:41:15	06:41:15	06:41:21	06:41:21	06:41:21	06:41:21	06:41:21	06:41:21			06:41:22	06:41:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
