Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	06:23:23	06:23:23	06:23:23			06:23:23	06:23:23	06:23:23	06:23:23	06:23:23	06:23:23	06:23:23	06:23:31	06:23:31	06:23:31	06:23:31	06:23:31	06:23:31			06:23:33	06:23:33		00:00:00		00:00:00	00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:09
1	06:23:33	06:23:33	06:23:33	06:23:33	06:23:33	06:23:33	06:23:33	06:23:33	06:23:33	06:23:33	06:23:34	06:23:34	06:23:40	06:23:40	06:23:40	06:23:40	06:23:40	06:23:40			06:23:41	06:23:41		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
2	06:23:41	06:23:41	06:23:41	06:23:41	06:23:41	06:23:41			06:23:41	06:23:41	06:23:41	06:23:41	06:23:48	06:23:48	06:23:48	06:23:48	06:23:48	06:23:48			06:23:49	06:23:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
3	06:23:49	06:23:49	06:23:49	06:23:49	06:23:49	06:23:49			06:23:49	06:23:49	06:23:49	06:23:49	06:23:56	06:23:56	06:23:56	06:23:56	06:23:56	06:23:56			06:23:56	06:23:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	06:23:56	06:23:56	06:23:56	06:23:56	06:23:56	06:23:56			06:23:56	06:23:56	06:23:56	06:23:56	06:24:03	06:24:03	06:24:03	06:24:03	06:24:03	06:24:03			06:24:03	06:24:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
5	06:24:03	06:24:03	06:24:03	06:24:03	06:24:03	06:24:03			06:24:03	06:24:03	06:24:03	06:24:03	06:24:10	06:24:10	06:24:10	06:24:10	06:24:10	06:24:10			06:24:10	06:24:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
6	06:24:11	06:24:11	06:24:11	06:24:11	06:24:11	06:24:11			06:24:11	06:24:11	06:24:11	06:24:11	06:24:17	06:24:17	06:24:17	06:24:17	06:24:17	06:24:17			06:24:18	06:24:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
7	06:24:18	06:24:18	06:24:18	06:24:18	06:24:18	06:24:18			06:24:18	06:24:18	06:24:18	06:24:18	06:24:24	06:24:24	06:24:24	06:24:24	06:24:24	06:24:24			06:24:25	06:24:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	06:24:25	06:24:25	06:24:25	06:24:25	06:24:25	06:24:25			06:24:25	06:24:25	06:24:25	06:24:25	06:24:32	06:24:32	06:24:32	06:24:32	06:24:32	06:24:32			06:24:32	06:24:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
9	06:24:32	06:24:32	06:24:32	06:24:32	06:24:32	06:24:32			06:24:32	06:24:32	06:24:32	06:24:32	06:24:39	06:24:39	06:24:39	06:24:39	06:24:39	06:24:39			06:24:39	06:24:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
