Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	133.4322222222222	0.0	0.0	0.0
1	133.20361111111112	0.0	0.0	0.0
2	133.11138888888888	0.0	0.0	0.0
3	133.02027777777778	0.0	0.0	0.0
4	133.0011111111111	0.0	0.0	0.0
5	133.00166666666667	0.0	0.0	0.0
6	132.9886111111111	0.0	0.0	0.0
7	132.91583333333332	0.0	0.0	0.0
8	132.91694444444445	0.0	0.0	0.0
9	132.93055555555554	0.0	0.0	0.0
10	132.8986111111111	0.0	0.0	0.0
11	132.85888888888888	0.0	0.0	0.0
12	132.85222222222222	0.0	0.0	0.0
13	132.83916666666667	0.0	0.0	0.0
14	132.87833333333333	0.0	0.0	0.0
15	132.82861111111112	0.0	0.0	0.0
16	132.82611111111112	0.0	0.0	0.0
17	132.80638888888888	0.0	0.0	0.0
18	132.91694444444445	0.0	0.0	0.0
19	132.82333333333332	0.0	0.0	0.0
20	132.7888888888889	0.0	0.0	0.0
