ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	132.33025487611258	132.33025487611258	132.33025487611258	132.33025487611258
1	132.33483576478784	132.3327453772591	132.3339566057099	132.33516783416067
2	132.33725106103566	132.33325133080717	132.3358312492609	132.33825544694173
3	132.33925248244603	132.33316981316037	132.33669939500658	132.33998514439446
4	132.34033844761038	132.33376315915814	132.33759778431576	132.34105850117578
5	132.34025830322932	132.33277973087223	132.33735494116428	132.34154595253054
6	132.34049854274363	132.33181037847493	132.3369975387087	132.34188885220104
7	132.34202867745734	132.3315705158984	132.33754064922897	132.3430392405319
8	132.34187234048036	132.33099114557754	132.33722134155678	132.3429394581966
9	132.3418899839739	132.33038012251833	132.33716340173424	132.34332272610158
10	132.34225179206902	132.32943856933522	132.33680615290498	132.34341963791238
11	132.3432269218796	132.32951461762403	132.33723628752267	132.34430397001745
12	132.34329271768937	132.32897385735632	132.33719057047765	132.3447455338231
13	132.34367264686165	132.32830084932712	132.33696767832802	132.34473284508405
14	132.34279972115903	132.32735588253843	132.3363957542831	132.34440972714458
15	132.3437028552309	132.32763947036776	132.33666676211294	132.3450460288613
16	132.34416666974982	132.32739347470653	132.33658298307648	132.34499197244673
17	132.34444174339555	132.32732117710125	132.33662963076912	132.34527465094698
18	132.34202475617823	132.32540178143225	132.3355873791799	132.34455007357892
19	132.34427453758374	132.32523455044105	132.3360014849568	132.34542633795732
20	132.34485272512313	132.32567640463836	132.33628423846403	132.34582508361245
