ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	132.92415447488477	132.92415447488477	132.92415447488477	132.92415447488477
1	132.98136613795793	132.9581815965004	132.9713609758597	132.9845403552189
2	133.02714167838104	132.98101075274232	133.00583974567036	133.03014804886956
3	133.0576158827831	132.99742915995748	133.03045015339896	133.06217632687324
4	133.07732419612162	133.00620982771719	133.04522391003397	133.08241734791136
5	133.09111722204557	133.00935712093	133.05380194894923	133.0953490826424
6	133.099156412915	133.00940250979852	133.05975965529714	133.10608915532407
7	133.10821450118215	133.01254376037897	133.06635144533763	133.11507744194193
8	133.1134093613451	133.01036897046066	133.0693801315169	133.12224439518303
9	133.11982902627963	133.00876393872466	133.07117062918633	133.12654142327997
10	133.122276935966	133.00645276419502	133.0724042715201	133.13146745652247
11	133.1301922444761	133.00710119390993	133.0765514690205	133.13821095522852
12	133.12902416842434	133.0027851953147	133.0745883068602	133.13765921604517
13	133.12814329532054	132.99883378727836	133.0732462576769	133.13884824079042
14	133.13324431054593	132.99714441499913	133.07413577168285	133.14248353323148
15	133.1360753105911	132.99533900714914	133.07467292736033	133.14514913131595
16	133.1358731493832	132.99233950600046	133.07405959658922	133.14612852873697
17	133.13522689304932	132.9891499528631	133.07293930037153	133.14657869630392
18	133.13522268018963	132.9854100558138	133.07204597685194	133.14830198541696
19	133.13733344150876	132.98340121945665	133.07155746238655	133.14913057515676
20	133.13708146498078	132.97953035089205	133.0695327944643	133.14953132833975
