Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	509.1777777777778	0.0	0.0	0.0
1	495.6769444444444	0.0	0.0	0.0
2	485.51444444444445	0.0	0.0	0.0
3	478.7586111111111	0.0	0.0	0.0
4	474.2002777777778	0.0	0.0	0.0
5	470.9527777777778	0.0	0.0	0.0
6	469.1066666666667	0.0	0.0	0.0
7	466.96666666666664	0.0	0.0	0.0
8	465.82472222222225	0.0	0.0	0.0
9	464.18638888888887	0.0	0.0	0.0
10	463.4555555555556	0.0	0.0	0.0
11	461.9302777777778	0.0	0.0	0.0
12	462.1625	0.0	0.0	0.0
13	462.3713888888889	0.0	0.0	0.0
14	460.87333333333333	0.0	0.0	0.0
15	460.37416666666667	0.0	0.0	0.0
16	460.2475	0.0	0.0	0.0
17	460.4625	0.0	0.0	0.0
18	460.4136111111111	0.0	0.0	0.0
19	460.0138888888889	0.0	0.0	0.0
20	460.2086111111111	0.0	0.0	0.0
