Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	04:13:35	04:13:35	04:13:35			04:13:35	04:13:35	04:13:35	04:13:36	04:13:36	04:13:36	04:13:36	04:13:48	04:13:48	04:13:48	04:13:48	04:13:48	04:13:48			04:13:50	04:13:50		00:00:00		00:00:00	00:00:00	00:00:00	00:00:12	00:00:00	00:00:00		00:00:02	00:00:14
1	04:13:50	04:13:50	04:13:51	04:13:51	04:13:51	04:13:51	04:13:51	04:13:51	04:13:51	04:13:51	04:13:51	04:13:51	04:14:01	04:14:01	04:14:01	04:14:01	04:14:01	04:14:01			04:14:03	04:14:03		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:01	00:00:12
2	04:14:03	04:14:03	04:14:03	04:14:03	04:14:03	04:14:03			04:14:03	04:14:03	04:14:03	04:14:03	04:14:12	04:14:12	04:14:12	04:14:12	04:14:12	04:14:12			04:14:13	04:14:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
3	04:14:13	04:14:14	04:14:14	04:14:14	04:14:14	04:14:14			04:14:14	04:14:14	04:14:14	04:14:14	04:14:23	04:14:23	04:14:23	04:14:23	04:14:23	04:14:23			04:14:24	04:14:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:01	00:00:10
4	04:14:24	04:14:24	04:14:24	04:14:24	04:14:24	04:14:24			04:14:24	04:14:24	04:14:24	04:14:24	04:14:32	04:14:32	04:14:32	04:14:32	04:14:32	04:14:32			04:14:33	04:14:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:09
5	04:14:33	04:14:33	04:14:33	04:14:33	04:14:33	04:14:33			04:14:33	04:14:33	04:14:34	04:14:34	04:14:42	04:14:42	04:14:42	04:14:42	04:14:42	04:14:42			04:14:43	04:14:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
6	04:14:43	04:14:43	04:14:43	04:14:43	04:14:43	04:14:43			04:14:43	04:14:43	04:14:43	04:14:43	04:14:51	04:14:51	04:14:51	04:14:51	04:14:51	04:14:51			04:14:52	04:14:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
7	04:14:52	04:14:52	04:14:52	04:14:52	04:14:52	04:14:52			04:14:52	04:14:52	04:14:52	04:14:52	04:14:59	04:14:59	04:14:59	04:14:59	04:14:59	04:14:59			04:15:00	04:15:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:07
8	04:15:00	04:15:00	04:15:00	04:15:00	04:15:00	04:15:00			04:15:00	04:15:00	04:15:00	04:15:00	04:15:08	04:15:08	04:15:08	04:15:08	04:15:08	04:15:08			04:15:08	04:15:08		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
9	04:15:08	04:15:08	04:15:08	04:15:08	04:15:08	04:15:08			04:15:08	04:15:08	04:15:08	04:15:08	04:15:16	04:15:16	04:15:16	04:15:16	04:15:16	04:15:16			04:15:18	04:15:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
