Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	614.7641666666667	0.0	0.0	0.0
1	614.7627777777777	0.0	0.0	0.0
2	614.645	0.0	0.0	0.0
3	614.5977777777778	0.0	0.0	0.0
4	614.5977777777778	0.0	0.0	0.0
5	614.5255555555556	0.0	0.0	0.0
6	614.4994444444444	0.0	0.0	0.0
7	614.4738888888888	0.0	0.0	0.0
8	614.5111111111111	0.0	0.0	0.0
9	614.4994444444444	0.0	0.0	0.0
10	614.4411111111111	0.0	0.0	0.0
11	614.4355555555555	0.0	0.0	0.0
12	614.4197222222223	0.0	0.0	0.0
13	614.4297222222223	0.0	0.0	0.0
14	614.42	0.0	0.0	0.0
15	614.4352777777777	0.0	0.0	0.0
16	614.4230555555556	0.0	0.0	0.0
17	614.4227777777778	0.0	0.0	0.0
18	614.4002777777778	0.0	0.0	0.0
19	614.3783333333333	0.0	0.0	0.0
20	614.3936111111111	0.0	0.0	0.0
