ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	120.62677477173426	120.62677477173426	120.62677477173426	120.62677477173426
1	120.62694461357766	120.62583070714021	120.6265110285901	120.62719135004006
2	120.62966745700064	120.62654526608551	120.62833885499319	120.63012963295232
3	120.63139673476934	120.62702625417501	120.62960075124784	120.63205914880699
4	120.63105275230377	120.62607863503867	120.6292524225247	120.63243460092836
5	120.63278301065286	120.62512464566983	120.6293914973578	120.63358343021744
6	120.63399965252624	120.62545450236769	120.63003074691252	120.63440566013415
7	120.63421252720109	120.62473497455643	120.63014709597918	120.63522304183866
8	120.63352863205948	120.62338250211369	120.6295078251961	120.63512128054634
9	120.63351285069731	120.6222461947538	120.62891233533293	120.63491865634892
10	120.63534994633338	120.62247302922077	120.62959305785147	120.63600048539585
11	120.63548146491303	120.62207564528264	120.62973482520624	120.63640773723986
12	120.63597818865061	120.62171910117785	120.62992430294958	120.63690497465234
13	120.63562042386087	120.62109226644542	120.62956628075543	120.63689355596499
14	120.63589207237527	120.62069954764941	120.62948586981766	120.6366942584771
15	120.63562601360111	120.6200008436807	120.62913106857894	120.63645523933751
16	120.6359407834181	120.61963072501506	120.62921941853844	120.63696800617194
17	120.63536297637272	120.61911259896277	120.62939022645958	120.63746387428826
18	120.63657804939722	120.61849144173377	120.62934162874016	120.6376770348492
19	120.63695884007359	120.61873808322866	120.62958199549765	120.6376163480667
20	120.63645072366809	120.61786453017385	120.62898671389239	120.63742891395925
