Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	71.2425	0.0	0.0	0.0
1	70.9125	0.0	0.0	0.0
2	70.74666666666667	0.0	0.0	0.0
3	70.65	0.0	0.0	0.0
4	70.61833333333334	0.0	0.0	0.0
5	70.40638888888888	0.0	0.0	0.0
6	70.41666666666667	0.0	0.0	0.0
7	70.37722222222222	0.0	0.0	0.0
8	70.37444444444445	0.0	0.0	0.0
9	70.3338888888889	0.0	0.0	0.0
10	70.26833333333333	0.0	0.0	0.0
11	70.2761111111111	0.0	0.0	0.0
12	70.31416666666667	0.0	0.0	0.0
13	70.29	0.0	0.0	0.0
14	70.26944444444445	0.0	0.0	0.0
15	70.2063888888889	0.0	0.0	0.0
16	70.20694444444445	0.0	0.0	0.0
17	70.17027777777778	0.0	0.0	0.0
18	70.20111111111112	0.0	0.0	0.0
19	70.20805555555556	0.0	0.0	0.0
20	70.12916666666666	0.0	0.0	0.0
