ITERATION	avg. Average Leg distance	avg. Average Trip distance
0	2032.3333333333333	2032.3333333333333	
1	2033.7333333333333	2033.7333333333333	
2	2034.7333333333333	2034.7333333333333	
3	2035.6666666666667	2035.6666666666667	
4	2036.3333333333333	2036.3333333333333	
5	2036.6666666666667	2036.6666666666667	
6	2036.9333333333334	2036.9333333333334	
7	2036.6666666666667	2036.6666666666667	
8	2036.5333333333333	2036.5333333333333	
9	2036.7333333333333	2036.7333333333333	
10	2036.7333333333333	2036.7333333333333	
11	2036.2666666666667	2036.2666666666667	
12	2036.2	2036.2	
13	2035.8666666666666	2035.8666666666666	
14	2035.9333333333334	2035.9333333333334	
15	2035.7333333333333	2035.7333333333333	
16	2036.0666666666666	2036.0666666666666	
17	2036.2	2036.2	
18	2036.2	2036.2	
19	2036.0666666666666	2036.0666666666666	
20	2035.8	2035.8	
