Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	512.5458333333333	0.0	0.0	0.0
1	497.59444444444443	0.0	0.0	0.0
2	486.20222222222225	0.0	0.0	0.0
3	477.6408333333333	0.0	0.0	0.0
4	473.2561111111111	0.0	0.0	0.0
5	468.48333333333335	0.0	0.0	0.0
6	464.65305555555557	0.0	0.0	0.0
7	462.515	0.0	0.0	0.0
8	461.78	0.0	0.0	0.0
9	459.8486111111111	0.0	0.0	0.0
10	458.8486111111111	0.0	0.0	0.0
11	458.4377777777778	0.0	0.0	0.0
12	457.74916666666667	0.0	0.0	0.0
13	457.36694444444447	0.0	0.0	0.0
14	456.49055555555555	0.0	0.0	0.0
15	456.56583333333333	0.0	0.0	0.0
16	457.09583333333336	0.0	0.0	0.0
17	455.99805555555554	0.0	0.0	0.0
18	456.6038888888889	0.0	0.0	0.0
19	455.46527777777777	0.0	0.0	0.0
20	454.6063888888889	0.0	0.0	0.0
