Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	04:09:47	04:09:47	04:09:47			04:09:47	04:09:47	04:09:48	04:09:48	04:09:48	04:09:48	04:09:48	04:09:59	04:09:59	04:09:59	04:09:59	04:09:59	04:09:59			04:10:02	04:10:02		00:00:00		00:00:00	00:00:00	00:00:00	00:00:11	00:00:00	00:00:00		00:00:02	00:00:14
1	04:10:02	04:10:02	04:10:02	04:10:02	04:10:02	04:10:02	04:10:02	04:10:03	04:10:03	04:10:03	04:10:03	04:10:03	04:10:10	04:10:10	04:10:11	04:10:11	04:10:11	04:10:11			04:10:12	04:10:12		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:10
2	04:10:12	04:10:12	04:10:12	04:10:12	04:10:12	04:10:12			04:10:12	04:10:12	04:10:12	04:10:12	04:10:20	04:10:20	04:10:20	04:10:20	04:10:20	04:10:20			04:10:21	04:10:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
3	04:10:21	04:10:21	04:10:21	04:10:21	04:10:21	04:10:21			04:10:21	04:10:21	04:10:21	04:10:21	04:10:29	04:10:29	04:10:29	04:10:29	04:10:29	04:10:29			04:10:30	04:10:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:00	00:00:08
4	04:10:30	04:10:30	04:10:30	04:10:30	04:10:30	04:10:30			04:10:30	04:10:30	04:10:30	04:10:30	04:10:38	04:10:38	04:10:38	04:10:38	04:10:38	04:10:38			04:10:39	04:10:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
5	04:10:39	04:10:39	04:10:39	04:10:39	04:10:40	04:10:40			04:10:40	04:10:40	04:10:40	04:10:40	04:10:49	04:10:49	04:10:49	04:10:49	04:10:49	04:10:49			04:10:50	04:10:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:10
6	04:10:50	04:10:50	04:10:50	04:10:50	04:10:50	04:10:50			04:10:50	04:10:50	04:10:51	04:10:51	04:11:00	04:11:00	04:11:00	04:11:00	04:11:00	04:11:00			04:11:01	04:11:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:10
7	04:11:01	04:11:01	04:11:01	04:11:01	04:11:01	04:11:01			04:11:01	04:11:01	04:11:01	04:11:01	04:11:09	04:11:09	04:11:09	04:11:09	04:11:09	04:11:09			04:11:10	04:11:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
8	04:11:10	04:11:10	04:11:10	04:11:10	04:11:10	04:11:10			04:11:10	04:11:10	04:11:10	04:11:10	04:11:19	04:11:19	04:11:19	04:11:19	04:11:19	04:11:19			04:11:20	04:11:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:08	00:00:00	00:00:00		00:00:00	00:00:09
9	04:11:20	04:11:20	04:11:20	04:11:20	04:11:20	04:11:20			04:11:20	04:11:20	04:11:20	04:11:20	04:11:28	04:11:28	04:11:28	04:11:28	04:11:28	04:11:28			04:11:29	04:11:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
