ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	132.94717478248452	132.94717478248452	132.94717478248452	132.94717478248452
1	133.0115724718766	132.9859869672922	132.99969198774943	133.0133970082066
2	133.06160520765238	133.0129823831521	133.0383093090206	133.0632432662082
3	133.1011341544278	133.03221390569735	133.06893277843253	133.10426117145298
4	133.11942135445332	133.03902659859463	133.08300914793452	133.12374313688022
5	133.14150021139557	133.04909343829988	133.10005844610006	133.14643311336658
6	133.15701331590898	133.05568880960374	133.11206286318523	133.16282905557404
7	133.16701066125498	133.0584162766877	133.11954036159747	133.17395630031587
8	133.1703855975738	133.0560402811161	133.12062111921495	133.17754849197254
9	133.17711237257555	133.0567216809621	133.12499398375527	133.18416193612825
10	133.18333707896255	133.056298208465	133.12834947943372	133.19059298104816
11	133.18467285539035	133.0523175006442	133.12813105390913	133.19298128873325
12	133.1864735204458	133.05006362325588	133.12903455280693	133.19683899309175
13	133.18833460499536	133.04753682851435	133.1287109133891	133.1978013257478
14	133.19299100698532	133.04669264006446	133.1306334257799	133.20171810411838
15	133.19236480154552	133.04312243418326	133.12951154748217	133.20273833558264
16	133.18982875237944	133.0388538854488	133.1273774811301	133.2027374446562
17	133.19482173096063	133.03792276743775	133.12854887901625	133.20634161148624
18	133.19195375021516	133.03477610469193	133.12622618307262	133.20425148846192
19	133.19659520893373	133.03452851177272	133.12781607656862	133.20777356852122
20	133.20048239807204	133.0330923295871	133.12786596381343	133.20979478358518
