Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	1260.5544444444445	0.0	0.0	0.0
1	1260.4997222222223	0.0	0.0	0.0
2	1260.4127777777778	0.0	0.0	0.0
3	1260.3808333333334	0.0	0.0	0.0
4	1260.3561111111112	0.0	0.0	0.0
5	1260.3425	0.0	0.0	0.0
6	1260.2958333333333	0.0	0.0	0.0
7	1260.2622222222221	0.0	0.0	0.0
8	1260.28	0.0	0.0	0.0
9	1260.2225	0.0	0.0	0.0
10	1260.1891666666668	0.0	0.0	0.0
11	1260.2063888888888	0.0	0.0	0.0
12	1260.17	0.0	0.0	0.0
13	1260.1847222222223	0.0	0.0	0.0
14	1260.1191666666666	0.0	0.0	0.0
15	1260.1538888888888	0.0	0.0	0.0
16	1260.0702777777778	0.0	0.0	0.0
17	1260.0680555555555	0.0	0.0	0.0
18	1260.1591666666666	0.0	0.0	0.0
19	1260.08	0.0	0.0	0.0
20	1260.0872222222222	0.0	0.0	0.0
