ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	101.33083961156797	101.33083961156797	101.33083961156797	101.33083961156797
1	101.33209039099019	101.32989803458777	101.3315087258032	101.33311941701864
2	101.33520504451641	101.3293831873414	101.33288194371681	101.33626071538681
3	101.33588005807891	101.32780190450887	101.33312116367291	101.338119962462
4	101.33656597177747	101.32622902022932	101.33238922186257	101.33835112859195
5	101.33709638850546	101.32420893372989	101.33195484242228	101.3394010203775
6	101.33799018190285	101.3231786543676	101.3320969583907	101.34070606492864
7	101.33935665540896	101.3218664059118	101.3322788065705	101.34172949858653
8	101.33912105402315	101.31922720754746	101.3312713189353	101.34190874231729
9	101.34123869466497	101.31867257602002	101.33196589221033	101.34400030831965
10	101.34228884451015	101.31811126688277	101.33165508802195	101.34384962810913
11	101.34173245419473	101.31722701104088	101.33141318651006	101.34383814795996
12	101.34221481217016	101.31628528107417	101.33172719466516	101.34510666761295
13	101.34260041243611	101.31486565843288	101.33125501921742	101.34529135122443
14	101.34341230093055	101.31349428338909	101.33077298911124	101.34566355568451
15	101.34315821710834	101.31269004058225	101.3310593828713	101.3469614928514
16	101.34586015967619	101.31213855192506	101.33111666038455	101.34756756643061
17	101.34606648498217	101.31156530675146	101.33139855772227	101.34851115993501
18	101.3429938833511	101.30964624295667	101.32985408830892	101.34687292338293
19	101.34544295154782	101.30890368494576	101.33017174086906	101.34806233997192
20	101.34499630883573	101.30762760216199	101.32995237887619	101.34842689234182
