Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	522.8527777777778	0.0	0.0	0.0
1	507.47444444444443	0.0	0.0	0.0
2	495.1202777777778	0.0	0.0	0.0
3	486.2602777777778	0.0	0.0	0.0
4	481.02666666666664	0.0	0.0	0.0
5	477.16083333333336	0.0	0.0	0.0
6	474.9458333333333	0.0	0.0	0.0
7	472.1961111111111	0.0	0.0	0.0
8	471.2133333333333	0.0	0.0	0.0
9	469.005	0.0	0.0	0.0
10	469.16277777777776	0.0	0.0	0.0
11	468.085	0.0	0.0	0.0
12	467.09527777777777	0.0	0.0	0.0
13	466.6791666666667	0.0	0.0	0.0
14	466.07055555555553	0.0	0.0	0.0
15	466.1388888888889	0.0	0.0	0.0
16	464.8586111111111	0.0	0.0	0.0
17	464.22527777777776	0.0	0.0	0.0
18	463.99694444444447	0.0	0.0	0.0
19	464.1847222222222	0.0	0.0	0.0
20	463.5961111111111	0.0	0.0	0.0
