ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	132.8734996534744	132.8734996534744	132.8734996534744	132.8734996534744
1	132.93995198132174	132.9124440229701	132.92724918962986	132.9420543562896
2	132.99345617321103	132.94125172605558	132.96875626410525	132.9954111652002
3	133.0291112297992	132.95845733629224	132.99606162448438	133.03161668849216
4	133.05149904652927	132.97018468543854	133.01457954787557	133.05552499681718
5	133.0685080045172	132.97775406773982	133.02783579406255	133.0730671825654
6	133.0792698708506	132.98030470662403	133.03599480241164	133.0854385528298
7	133.0887592897113	132.98201842975385	133.04194658005167	133.09456981160344
8	133.09430772238542	132.9823144119428	133.0467309304255	133.10328455144196
9	133.10138631844345	132.98036709106967	133.04898112052422	133.1089145597436
10	133.1027659716168	132.9796350112522	133.05145090823962	133.1129881467565
11	133.1089923104952	132.97695075041068	133.05273012622436	133.11743709495784
12	133.11153413001296	132.9760226322039	133.0545347482174	133.12136438268374
13	133.1133787609472	132.97226655203175	133.0538786179824	133.12408984734245
14	133.11542995942668	132.96979368501465	133.05367308636875	133.12595466180812
15	133.11695197646205	132.96673697688485	133.05403658509832	133.12902118907013
16	133.12201681844988	132.9643424422804	133.05420019193144	133.13175452581592
17	133.1243983918074	132.96225588463435	133.0541785301625	133.1340517754103
18	133.12589730578742	132.96011610794613	133.05447923658085	133.13651291758276
19	133.12542319769912	132.95781882700652	133.0536285188849	133.13656847122903
20	133.12806647977607	132.95745077735927	133.05471291356656	133.13867736607034
