Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
0	07:02:29	07:02:29	07:02:29			07:02:29	07:02:29	07:02:30	07:02:30	07:02:30	07:02:30	07:02:30	07:02:38	07:02:38	07:02:38	07:02:38	07:02:38	07:02:38			07:02:39	07:02:39		00:00:00		00:00:00	00:00:00	00:00:00	00:00:07	00:00:00	00:00:00		00:00:01	00:00:09
1	07:02:39	07:02:39	07:02:39	07:02:39	07:02:39	07:02:39	07:02:39	07:02:40	07:02:40	07:02:40	07:02:40	07:02:40	07:02:47	07:02:47	07:02:47	07:02:47	07:02:47	07:02:47			07:02:47	07:02:47		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:08
2	07:02:48	07:02:48	07:02:48	07:02:48	07:02:48	07:02:48			07:02:48	07:02:48	07:02:48	07:02:48	07:02:54	07:02:54	07:02:54	07:02:54	07:02:54	07:02:54			07:02:55	07:02:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
3	07:02:55	07:02:55	07:02:55	07:02:55	07:02:55	07:02:55			07:02:55	07:02:55	07:02:55	07:02:55	07:03:01	07:03:01	07:03:01	07:03:01	07:03:01	07:03:01			07:03:02	07:03:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
4	07:03:02	07:03:02	07:03:02	07:03:02	07:03:02	07:03:02			07:03:02	07:03:02	07:03:02	07:03:02	07:03:08	07:03:08	07:03:08	07:03:08	07:03:08	07:03:08			07:03:09	07:03:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
5	07:03:09	07:03:09	07:03:09	07:03:09	07:03:09	07:03:09			07:03:09	07:03:09	07:03:09	07:03:09	07:03:16	07:03:16	07:03:16	07:03:16	07:03:16	07:03:16			07:03:16	07:03:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
6	07:03:16	07:03:16	07:03:16	07:03:16	07:03:16	07:03:16			07:03:16	07:03:16	07:03:16	07:03:16	07:03:23	07:03:23	07:03:23	07:03:23	07:03:23	07:03:23			07:03:23	07:03:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
7	07:03:23	07:03:23	07:03:23	07:03:23	07:03:23	07:03:23			07:03:23	07:03:23	07:03:23	07:03:23	07:03:30	07:03:30	07:03:30	07:03:30	07:03:30	07:03:30			07:03:30	07:03:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
8	07:03:30	07:03:30	07:03:30	07:03:30	07:03:31	07:03:31			07:03:31	07:03:31	07:03:31	07:03:31	07:03:37	07:03:37	07:03:37	07:03:37	07:03:37	07:03:37			07:03:37	07:03:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
9	07:03:37	07:03:37	07:03:37	07:03:37	07:03:37	07:03:37			07:03:37	07:03:37	07:03:37	07:03:37	07:03:44	07:03:44	07:03:44	07:03:44	07:03:44	07:03:44			07:03:44	07:03:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
10	07:03:44	07:03:44	07:03:44	07:03:44	07:03:44	07:03:44	07:03:44	07:03:44	07:03:44	07:03:44	07:03:44	07:03:44	07:03:51	07:03:51	07:03:51	07:03:51	07:03:51	07:03:51	07:03:51	07:03:51	07:03:52	07:03:52		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
11	07:03:52	07:03:52	07:03:52	07:03:52	07:03:52	07:03:52			07:03:52	07:03:52	07:03:52	07:03:52	07:03:59	07:03:59	07:03:59	07:03:59	07:03:59	07:03:59			07:03:59	07:03:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
12	07:03:59	07:03:59	07:03:59	07:03:59	07:03:59	07:03:59			07:03:59	07:03:59	07:03:59	07:03:59	07:04:05	07:04:05	07:04:05	07:04:05	07:04:05	07:04:05			07:04:06	07:04:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
13	07:04:06	07:04:06	07:04:06	07:04:06	07:04:06	07:04:06			07:04:06	07:04:06	07:04:06	07:04:06	07:04:12	07:04:12	07:04:12	07:04:12	07:04:12	07:04:12			07:04:13	07:04:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
14	07:04:13	07:04:13	07:04:13	07:04:13	07:04:13	07:04:13			07:04:13	07:04:13	07:04:13	07:04:13	07:04:20	07:04:20	07:04:20	07:04:20	07:04:20	07:04:20			07:04:20	07:04:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
15	07:04:20	07:04:20	07:04:20	07:04:20	07:04:20	07:04:20			07:04:20	07:04:20	07:04:20	07:04:20	07:04:27	07:04:27	07:04:27	07:04:27	07:04:27	07:04:27			07:04:27	07:04:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
16	07:04:27	07:04:27	07:04:27	07:04:27	07:04:27	07:04:27			07:04:27	07:04:27	07:04:27	07:04:27	07:04:34	07:04:34	07:04:34	07:04:34	07:04:34	07:04:34			07:04:34	07:04:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
17	07:04:34	07:04:34	07:04:34	07:04:34	07:04:34	07:04:34			07:04:34	07:04:34	07:04:34	07:04:34	07:04:41	07:04:41	07:04:41	07:04:41	07:04:41	07:04:41			07:04:41	07:04:41		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
18	07:04:42	07:04:42	07:04:42	07:04:42	07:04:42	07:04:42			07:04:42	07:04:42	07:04:42	07:04:42	07:04:48	07:04:48	07:04:48	07:04:48	07:04:48	07:04:48			07:04:48	07:04:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:06
19	07:04:48	07:04:48	07:04:48	07:04:48	07:04:48	07:04:48			07:04:48	07:04:48	07:04:48	07:04:48	07:04:55	07:04:55	07:04:55	07:04:55	07:04:55	07:04:55			07:04:56	07:04:56		00:00:00	00:00:00		00:00:00	00:00:00	00:00:06	00:00:00	00:00:00		00:00:00	00:00:07
20	07:04:56	07:04:56	07:04:56	07:04:56	07:04:56	07:04:56	07:04:56	07:04:56	07:04:56	07:04:56	07:04:56	07:04:56	07:05:03	07:05:03	07:05:03	07:05:03	07:05:03	07:05:03	07:05:03	07:05:03	07:05:03	07:05:03		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:06	00:00:00	00:00:00	00:00:00	00:00:00	00:00:07
