Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	129.2925	0.0	0.0	0.0
1	129.24166666666667	0.0	0.0	0.0
2	129.14777777777778	0.0	0.0	0.0
3	129.04472222222222	0.0	0.0	0.0
4	129.0102777777778	0.0	0.0	0.0
5	128.95916666666668	0.0	0.0	0.0
6	128.94055555555556	0.0	0.0	0.0
7	128.9363888888889	0.0	0.0	0.0
8	128.9361111111111	0.0	0.0	0.0
9	128.9152777777778	0.0	0.0	0.0
10	128.8936111111111	0.0	0.0	0.0
11	128.90472222222223	0.0	0.0	0.0
12	128.92222222222222	0.0	0.0	0.0
13	128.89111111111112	0.0	0.0	0.0
14	128.8863888888889	0.0	0.0	0.0
15	128.91444444444446	0.0	0.0	0.0
16	128.88888888888889	0.0	0.0	0.0
17	128.87222222222223	0.0	0.0	0.0
18	128.89194444444445	0.0	0.0	0.0
19	128.84944444444446	0.0	0.0	0.0
20	128.8125	0.0	0.0	0.0
