Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	69.5188888888889	0.0	0.0	0.0
1	69.32194444444444	0.0	0.0	0.0
2	69.16555555555556	0.0	0.0	0.0
3	69.0911111111111	0.0	0.0	0.0
4	68.94888888888889	0.0	0.0	0.0
5	68.855	0.0	0.0	0.0
6	68.89972222222222	0.0	0.0	0.0
7	68.86222222222223	0.0	0.0	0.0
8	68.80944444444444	0.0	0.0	0.0
9	68.79222222222222	0.0	0.0	0.0
10	68.75777777777778	0.0	0.0	0.0
11	68.73666666666666	0.0	0.0	0.0
12	68.74805555555555	0.0	0.0	0.0
13	68.69444444444444	0.0	0.0	0.0
14	68.70194444444445	0.0	0.0	0.0
15	68.67472222222223	0.0	0.0	0.0
16	68.62361111111112	0.0	0.0	0.0
17	68.68388888888889	0.0	0.0	0.0
18	68.63277777777778	0.0	0.0	0.0
19	68.64444444444445	0.0	0.0	0.0
20	68.68166666666667	0.0	0.0	0.0
