Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	112.23972222222223	0.0	0.0	0.0
1	108.645	0.0	0.0	0.0
2	106.58527777777778	0.0	0.0	0.0
3	104.50638888888889	0.0	0.0	0.0
4	103.3938888888889	0.0	0.0	0.0
5	102.49555555555555	0.0	0.0	0.0
6	101.50444444444445	0.0	0.0	0.0
7	101.65472222222222	0.0	0.0	0.0
8	101.35055555555556	0.0	0.0	0.0
9	100.98361111111112	0.0	0.0	0.0
10	100.64722222222223	0.0	0.0	0.0
11	99.44111111111111	0.0	0.0	0.0
12	100.15388888888889	0.0	0.0	0.0
13	99.33027777777778	0.0	0.0	0.0
14	99.45416666666667	0.0	0.0	0.0
15	99.1175	0.0	0.0	0.0
16	98.77555555555556	0.0	0.0	0.0
17	98.61027777777778	0.0	0.0	0.0
18	98.37083333333334	0.0	0.0	0.0
19	98.69722222222222	0.0	0.0	0.0
20	98.12361111111112	0.0	0.0	0.0
