Iteration	car_travel	car_wait	stageActivity_travel	stageActivity_wait
0	71.7611111111111	0.0	0.0	0.0
1	71.36083333333333	0.0	0.0	0.0
2	71.14888888888889	0.0	0.0	0.0
3	71.05333333333333	0.0	0.0	0.0
4	71.00305555555556	0.0	0.0	0.0
5	70.80972222222222	0.0	0.0	0.0
6	70.7538888888889	0.0	0.0	0.0
7	70.71694444444445	0.0	0.0	0.0
8	70.74305555555556	0.0	0.0	0.0
9	70.70944444444444	0.0	0.0	0.0
10	70.68777777777778	0.0	0.0	0.0
11	70.66527777777777	0.0	0.0	0.0
12	70.6686111111111	0.0	0.0	0.0
13	70.60944444444445	0.0	0.0	0.0
14	70.70527777777778	0.0	0.0	0.0
15	70.6825	0.0	0.0	0.0
16	70.58833333333334	0.0	0.0	0.0
17	70.57972222222222	0.0	0.0	0.0
18	70.65611111111112	0.0	0.0	0.0
19	70.53611111111111	0.0	0.0	0.0
20	70.63277777777778	0.0	0.0	0.0
